name,online_order,book_table,rate,votes,location,cost_two,dining_type,cuisines
Bangalore Agarwal Bhavan,Yes,No,3.9,137,Jayanagar,400.0,Delivery,"Street Food, North Indian, South Indian"
Just Thindi,Yes,No,3.6,16,Basavanagudi,200.0,Delivery,South Indian
Tarbouche,Yes,No,4.1,268,Koramangala 5th Block,300.0,Delivery,"Turkish, Rolls"
Tummy Fuel,Yes,No,4.2,450,Jayanagar,400.0,Delivery,"Cafe, Beverages, Fast Food"
Zaitoon,Yes,Yes,4.1,1547,JP Nagar,1000.0,Delivery,"BBQ, Arabian, Chinese, North Indian, Desserts"
Paani Kum Chai,Yes,No,4.0,25,JP Nagar,200.0,Delivery,"Beverages, Fast Food"
Taaza Mithai,Yes,No,3.9,48,JP Nagar,100.0,Delivery,"Mithai, Street Food"
Dabba Gosht,Yes,No,3.5,7,BTM,400.0,Delivery,"Arabian, Middle Eastern"
Firangi Bake,Yes,No,4.0,53,Banashankari,600.0,Delivery,"Mexican, Italian"
Swathi Restaurant,Yes,No,3.9,14,JP Nagar,400.0,Delivery,"Andhra, North Indian, Chinese"
Vinny's,Yes,Yes,4.2,2123,Banashankari,800.0,Delivery,"Pizza, Italian, Continental, Desserts"
Beer Adda,Yes,Yes,4.2,543,Koramangala 5th Block,1000.0,Delivery,"North Indian, Chinese, Pizza"
Brownie Heaven,Yes,No,3.9,18,Koramangala 5th Block,300.0,Delivery,Desserts
Lassi Shop,Yes,No,3.9,38,JP Nagar,200.0,Delivery,"Beverages, Ice Cream"
Ambur Star Briyani,Yes,No,3.7,118,BTM,400.0,Delivery,"Biryani, Kebab"
Stories,Yes,Yes,4.2,2211,JP Nagar,1200.0,Delivery,"American, Chinese, Continental, North Indian"
Nati Palace,Yes,No,3.5,11,JP Nagar,200.0,Delivery,"South Indian, North Indian"
Indiana Burgers,Yes,No,3.4,23,BTM,300.0,Delivery,Burger
Hyderabadi Biryani Hub,Yes,No,3.6,218,BTM,600.0,Delivery,"Biryani, North Indian, Chinese"
Tibetan Mother's Kitchen,Yes,No,4.0,958,Koramangala 7th Block,500.0,Delivery,"Tibetan, Chinese, Momos"
Kundana,Yes,No,3.8,111,Bannerghatta Road,800.0,Delivery,"Andhra, Biryani"
Tarbouche,Yes,No,3.8,12,BTM,300.0,Delivery,"Turkish, Rolls"
Stoned Monkey,Yes,No,4.1,511,Koramangala 6th Block,500.0,Delivery,"Desserts, Ice Cream"
Tall Blonde French,Yes,No,4.3,723,Koramangala 5th Block,400.0,Delivery,Fast Food
Jaganath Hotel and Restaurant,Yes,No,3.7,35,JP Nagar,200.0,Delivery,"North Indian, Chinese"
Tanna's Kitchen,Yes,No,3.1,7,Kumaraswamy Layout,250.0,Delivery,"Italian, Chinese, Street Food"
Bombay Talkies,Yes,No,3.7,21,Jayanagar,200.0,Delivery,"Maharashtrian, Fast Food, Street Food, Sandwich"
HOT COFFEE,Yes,No,4.1,70,Basavanagudi,150.0,Delivery,"South Indian, Chinese"
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,200.0,Delivery,Street Food
Odissi Restaurant,Yes,No,2.9,67,BTM,500.0,Delivery,"Oriya, Bengali"
WTF,Yes,No,4.1,93,Koramangala 5th Block,600.0,Delivery,"Cafe, Continental"
Rustic Stove,Yes,No,3.8,579,Jayanagar,900.0,Delivery,"North Indian, South Indian, Biryani, Beverages"
Tata Cha,Yes,No,3.7,31,Koramangala 7th Block,500.0,Delivery,"Cafe, Tea, North Indian"
Samosa Singh,Yes,No,3.5,4,JP Nagar,250.0,Delivery,"North Indian, Mithai"
Cafe Zone,Yes,No,3.9,152,Kumaraswamy Layout,300.0,Delivery,"Fast Food, Chinese, Rolls"
Poha House,Yes,No,3.6,7,BTM,200.0,Delivery,Maharashtrian
Sri Sai 99 Variety Dosa,Yes,No,3.6,38,Jayanagar,300.0,Delivery,South Indian
Makers of Milkshakes,Yes,No,4.2,55,Koramangala 5th Block,400.0,Delivery,Beverages
Mealer.in,Yes,No,4.0,207,JP Nagar,450.0,Delivery,"North Indian, Biryani"
Adyar Ananda Bhavan - Sweets,Yes,No,3.4,6,BTM,200.0,Delivery,"Mithai, Desserts"
Smally's Resto Cafe,Yes,Yes,4.2,1700,Koramangala 5th Block,650.0,Delivery,"Cafe, Italian, Burger, American, Steak"
Keto Kitchen,Yes,No,3.6,17,Koramangala 7th Block,500.0,Delivery,"Healthy Food, Pizza, Italian, South Indian, North Indian"
Cold Stone Creamery,Yes,No,3.9,102,Bannerghatta Road,400.0,Delivery,"Ice Cream, Desserts"
Kannoor Restaurant,Yes,No,3.1,18,BTM,700.0,Delivery,"Kerala, Chinese, South Indian, North Indian"
Donne Biryani & Kabab Corner,Yes,No,3.3,12,Kumaraswamy Layout,200.0,Delivery,"Chinese, Biryani"
RB Food Point,Yes,No,3.7,35,BTM,300.0,Delivery,"North Indian, Chinese"
Tenzin Kitchen,Yes,No,4.2,529,Koramangala 7th Block,450.0,Delivery,"Tibetan, Chinese, Momos"
Maggi N Maggi House,Yes,No,3.4,23,Bannerghatta Road,300.0,Delivery,Fast Food
Shawarma Inc,Yes,No,3.2,31,Banashankari,250.0,Delivery,"Rolls, Lebanese"
Protein Grillhouse,Yes,Yes,4.2,179,Jayanagar,800.0,Delivery,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts"
Shree Durgamba Juice Centre,Yes,No,3.1,9,Koramangala 8th Block,200.0,Delivery,Beverages
Chai Street,Yes,No,3.3,5,Koramangala 5th Block,150.0,Delivery,Beverages
Tibetan Kitchen,Yes,No,4.3,245,Koramangala 5th Block,600.0,Delivery,"Tibetan, Chinese, Continental, Momos"
The Milkshake Theory,Yes,No,4.0,48,Koramangala 5th Block,400.0,Delivery,"Beverages, Fast Food"
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,300.0,Delivery,"Desserts, Mithai"
Sandwichwallas,Yes,No,3.9,104,Jayanagar,200.0,Delivery,Fast Food
Gorbandh,Yes,No,4.0,85,BTM,400.0,Delivery,"Fast Food, North Indian"
Shakes Theory,Yes,No,4.5,155,Jayanagar,300.0,Delivery,"Beverages, Sandwich"
Punjabi by Nature 2.0,No,No,4.2,3236,BTM,1600.0,Delivery,North Indian
Axomi - Taste of Assam,Yes,No,4.1,613,Koramangala 7th Block,500.0,Delivery,Assamese
Shagun Sweets & Foods,Yes,No,3.5,221,BTM,400.0,Delivery,"Mithai, North Indian, Street Food, Chinese"
Bhojohori Manna,Yes,No,3.7,666,JP Nagar,650.0,Delivery,"Bengali, Mughlai"
Darshan Paradise Restaurant,Yes,No,3.6,15,BTM,250.0,Delivery,"North Indian, Chinese"
Pin Me Down,Yes,Yes,4.5,803,BTM,800.0,Delivery,"Continental, Mexican, Chinese, North Indian"
Swathi Deluxe Restaurant,Yes,No,3.0,74,Shanti Nagar,500.0,Delivery,North Indian
Taco Bell,Yes,No,4.0,910,Bannerghatta Road,600.0,Delivery,"Mexican, American, Fast Food"
Ishta Cafe,Yes,No,3.9,42,Jayanagar,500.0,Delivery,"Pizza, South Indian, Healthy Food"
Bikaner Jn,Yes,No,3.9,85,JP Nagar,300.0,Delivery,Rajasthani
Slate Cafe,Yes,No,4.1,55,JP Nagar,600.0,Delivery,"Cafe, Sandwich, Burger"
Stoner,Yes,No,4.5,2608,Koramangala 5th Block,500.0,Delivery,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages"
Nuts Over Salads Cafe,Yes,Yes,4.4,201,Koramangala 5th Block,800.0,Delivery,"Cafe, Salad"
Cafe Alchemist,Yes,No,3.8,62,BTM,300.0,Delivery,"Fast Food, Juices"
Barbeque Delight,Yes,No,3.7,65,Koramangala 5th Block,800.0,Delivery,"Arabian, Kerala, North Indian, Chinese, BBQ"
The Waffles Hut,Yes,No,3.8,23,Koramangala 5th Block,400.0,Delivery,Desserts
Chilli Flakes,Yes,No,3.6,47,Banashankari,500.0,Delivery,"Fast Food, Italian, Beverages"
Chetty's Corner,Yes,No,3.6,21,Jayanagar,150.0,Delivery,"Fast Food, Burger"
Cake Ghar,Yes,No,3.8,15,Basavanagudi,400.0,Delivery,Bakery
Bhavani Chats,Yes,No,3.6,34,Bannerghatta Road,100.0,Delivery,Street Food
Tapri By The Corner,Yes,No,4.1,205,Koramangala 5th Block,250.0,Delivery,Fast Food
Dwaraka Krishna,Yes,No,3.7,328,BTM,500.0,Delivery,"North Indian, Biryani, Chinese"
Lassi Darbar,Yes,No,3.6,12,BTM,200.0,Delivery,"Ice Cream, Juices, Beverages"
Agarwal Food Service,Yes,No,3.8,268,Bannerghatta Road,400.0,Delivery,"North Indian, Chinese, Biryani"
Koramangala Social,Yes,No,4.6,4675,Koramangala 7th Block,1500.0,Delivery,"American, North Indian, Chinese, Finger Food"
Roundup Cafe,Yes,Yes,4.2,488,Koramangala 5th Block,800.0,Delivery,"Cafe, Continental, Beverages"
Snacks Bite,Yes,No,3.0,9,Kumaraswamy Layout,400.0,Delivery,"Fast Food, Momos"
AlienSip,Yes,No,3.6,11,BTM,200.0,Delivery,Juices
The Belgian Waffle Co.,Yes,No,3.8,151,Jayanagar,350.0,Delivery,"Desserts, Beverages"
Mystique Palate,Yes,No,4.1,339,Jayanagar,300.0,Delivery,"Chinese, Fast Food"
Brewsky,Yes,Yes,4.3,4321,JP Nagar,1600.0,Delivery,"Continental, American"
Belgian Waffle Factory,Yes,No,4.8,186,Koramangala 5th Block,400.0,Delivery,Desserts
SR Choco Station,Yes,No,3.4,7,JP Nagar,200.0,Delivery,Desserts
McDonald's,Yes,No,3.8,295,Koramangala 5th Block,500.0,Delivery,"Burger, Fast Food"
UP Style North Indian Food,Yes,No,3.6,47,Jayanagar,100.0,Delivery,North Indian
Healthie,Yes,No,3.9,106,Koramangala 7th Block,600.0,Delivery,"Healthy Food, Beverages"
Namma Biryani,Yes,No,3.6,24,Banashankari,250.0,Delivery,"Biryani, Chinese, North Indian"
Cool Corner,Yes,No,4.2,192,Basavanagudi,250.0,Delivery,"Street Food, Fast Food"
Wat-a-Burger!,Yes,No,4.0,108,Jayanagar,500.0,Delivery,"Burger, Sandwich, Beverages"
Anda Ka Funda,Yes,No,3.2,64,BTM,250.0,Delivery,"North Indian, Chinese, Rolls"
Waffle Head,Yes,No,4.0,36,BTM,300.0,Delivery,"Desserts, Beverages, Bakery, Ice Cream"
WAFL Co,Yes,No,4.2,53,Koramangala 5th Block,400.0,Delivery,"Desserts, Beverages"
Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,200.0,Delivery,South Indian
Cake Yard,Yes,No,3.3,9,Basavanagudi,250.0,Delivery,Desserts
Classic Shop,Yes,No,3.8,11,BTM,150.0,Delivery,"Beverages, Juices"
Awesome Foods,Yes,No,3.7,25,BTM,300.0,Delivery,"Chinese, North Indian"
Grills & Rolls,Yes,No,2.5,321,JP Nagar,400.0,Delivery,"North Indian, Chinese, Fast Food, Rolls, Juices"
Manchu Cafe,Yes,No,3.8,23,BTM,300.0,Delivery,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan"
Tiwari's,Yes,No,3.8,69,Jayanagar,200.0,Delivery,"North Indian, Street Food"
Oogway Express,Yes,No,3.9,349,JP Nagar,600.0,Delivery,"Chinese, Thai, Momos"
Rajveena Kitchen,Yes,No,3.7,28,BTM,500.0,Delivery,"North Indian, Fast Food, Biryani, Chinese"
FRYBIES,Yes,No,3.3,15,Bannerghatta Road,350.0,Delivery,Fast Food
Food And You,Yes,No,3.9,34,BTM,350.0,Delivery,"North Indian, South Indian, Gujarati"
Laddoos,Yes,No,3.4,277,BTM,250.0,Delivery,"North Indian, Street Food, Mithai"
Iyengar Bakery,Yes,No,3.7,28,Jayanagar,200.0,Delivery,"Bakery, Fast Food, Desserts, Beverages"
Lassi Berg,Yes,No,3.5,13,BTM,100.0,Delivery,Juices
Vakulaa Veg Restaurant,Yes,No,3.9,52,Jayanagar,200.0,Delivery,"South Indian, North Indian"
Sweet Chariot,Yes,No,4.0,186,Koramangala 7th Block,500.0,Delivery,"Bakery, Fast Food"
Daniyal's,Yes,No,3.1,42,BTM,800.0,Delivery,"North Indian, Biryani, Mughlai, Kebab"
Banashankari Nati Style,Yes,No,3.6,8,JP Nagar,300.0,Delivery,South Indian
Pappu Chaiwalla,Yes,No,3.1,89,BTM,350.0,Delivery,"North Indian, Momos, Rolls, Fast Food"
Ande Ka Funda,Yes,No,3.9,121,Banashankari,250.0,Delivery,"North Indian, Fast Food, Rolls"
Malabar Bay,Yes,Yes,4.2,1541,BTM,800.0,Delivery,"Kerala, Seafood, Chinese, Biryani, Juices"
Mr. Singh Da Dhaba,Yes,No,3.6,241,Kumaraswamy Layout,300.0,Delivery,"North Indian, Chinese"
Old Mumbai Ice Cream,Yes,No,3.8,41,Basavanagudi,150.0,Delivery,Ice Cream
Lassi Corner,Yes,No,3.5,16,Koramangala 5th Block,300.0,Delivery,"Beverages, Desserts"
Bombay Sandwich Company,Yes,No,3.7,33,Koramangala 7th Block,400.0,Delivery,"Sandwich, Beverages"
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1064,Jayanagar,1200.0,Delivery,"Italian, Fast Food, Salad, BBQ"
Fresh Pressery Cafe,Yes,No,4.1,137,Koramangala 5th Block,1200.0,Delivery,"Cafe, Healthy Food, Salad, Beverages, Desserts"
Boston Barista - Kappayum Curriyum,Yes,No,3.6,64,BTM,350.0,Delivery,Kerala
Turkish Shawarma,Yes,No,3.6,21,BTM,200.0,Delivery,Rolls
Krem,Yes,No,4.1,61,Koramangala 5th Block,450.0,Delivery,"Desserts, Ice Cream, Beverages, Sandwich"
Kairali,Yes,No,3.9,171,BTM,300.0,Delivery,"Kerala, South Indian, Seafood, Biryani"
Bamey's Restro Cafe,Yes,No,4.2,533,Koramangala 5th Block,600.0,Delivery,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos"
Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,500.0,Delivery,"North Indian, Fast Food"
Canton,Yes,No,3.6,197,Jayanagar,800.0,Delivery,"Chinese, Seafood, Biryani"
Pure & Natural,Yes,No,3.9,212,Jayanagar,500.0,Delivery,"Healthy Food, Beverages, Fast Food"
Cravy Wings,Yes,No,4.3,289,Bannerghatta Road,400.0,Delivery,"American, Burger, Fast Food"
Dakshin Grand,Yes,No,3.0,82,Banashankari,300.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
Frozen Bottle,Yes,No,4.2,147,Banashankari,400.0,Delivery,"Beverages, Desserts, Ice Cream"
WOW! Momo,Yes,No,2.8,91,BTM,400.0,Delivery,"Tibetan, Momos"
Soup Station,Yes,No,3.7,11,Bannerghatta Road,250.0,Delivery,Continental
Friend's Cafe,Yes,No,3.9,554,Koramangala 7th Block,600.0,Delivery,"Fast Food, American, Chinese"
Smoke de Burger,Yes,No,3.6,36,Koramangala 5th Block,300.0,Delivery,Fast Food
The Paramount Hotel,Yes,No,3.5,240,Koramangala 5th Block,1000.0,Delivery,"North Indian, Seafood, Biryani, Kerala"
Pancuzzi,Yes,No,4.2,171,JP Nagar,600.0,Delivery,"Cafe, Beverages, Desserts"
El Salver,Yes,Yes,3.9,74,BTM,700.0,Delivery,"North Indian, Fast Food, South Indian"
Biryani Miya,Yes,No,3.7,37,JP Nagar,600.0,Delivery,"Biryani, North Indian"
Public Khana,Yes,No,3.5,17,BTM,200.0,Delivery,"South Indian, North Indian"
Asha Sweets Centre,Yes,No,3.6,28,Basavanagudi,250.0,Delivery,"Mithai, Street Food"
Nandhanu's Rasoi,Yes,No,3.0,178,Kumaraswamy Layout,400.0,Delivery,"Chinese, North Indian"
Pizza Stop,Yes,No,3.9,386,JP Nagar,600.0,Delivery,"Pizza, Italian"
Roll Wala,Yes,No,3.3,7,JP Nagar,300.0,Delivery,"Rolls, Juices"
Chef Delicacies,Yes,No,3.1,6,BTM,400.0,Delivery,"Kebab, Rolls"
Sandwich Hub,Yes,No,3.4,12,Jayanagar,300.0,Delivery,"Fast Food, Sandwich"
Ambur Star Dum Biryani,Yes,No,3.4,17,Jayanagar,100.0,Delivery,Biryani
Paisa Vasool,Yes,No,3.3,394,Koramangala 7th Block,400.0,Delivery,North Indian
AM's Cafe Recreate,Yes,No,3.3,8,BTM,250.0,Delivery,"Chinese, North Indian"
Fanoos Xprss,Yes,No,3.7,54,Jayanagar,400.0,Delivery,"Arabian, Rolls, North Indian, BBQ"
Khan Saheb Grills and Rolls,Yes,No,3.9,135,Jayanagar,350.0,Delivery,"Fast Food, Rolls"
Kuttanad,Yes,No,3.6,140,Bannerghatta Road,200.0,Delivery,"Kerala, South Indian"
Sher-E-Punjab,Yes,No,3.2,19,BTM,400.0,Delivery,"North Indian, Chinese"
Hotel Godavari,Yes,No,3.9,222,BTM,500.0,Delivery,"Andhra, Chinese, North Indian, Biryani"
Chai Galli,Yes,No,4.3,480,Koramangala 5th Block,450.0,Delivery,"Cafe, Tea, Street Food"
Bhavani Chats N Juice,Yes,No,3.9,93,Jayanagar,200.0,Delivery,"Beverages, Street Food"
YumYumDilli,Yes,No,3.7,53,Koramangala 7th Block,500.0,Delivery,North Indian
Delhi Biryani Cafe,Yes,No,3.4,10,BTM,250.0,Delivery,"North Indian, Biryani"
Faasos,Yes,No,3.9,441,BTM,500.0,Delivery,"North Indian, Biryani, Fast Food"
Chumma Delicious,Yes,No,3.7,237,Banashankari,200.0,Delivery,"South Indian, Fast Food"
Chai Makhani,Yes,No,3.5,11,Koramangala 5th Block,100.0,Delivery,"Beverages, Tea"
LIT Gastro Pub,Yes,Yes,3.7,206,Jayanagar,1000.0,Delivery,"Chinese, Continental, Burger, Pizza"
1722 Urban Bistro,Yes,Yes,4.1,220,Koramangala 5th Block,600.0,Delivery,"North Indian, Chinese, Fast Food, Biryani"
Bake Addiction,Yes,No,4.1,91,JP Nagar,500.0,Delivery,"Bakery, Desserts"
Cream Chemistry,Yes,No,4.0,229,Koramangala 5th Block,500.0,Delivery,"Ice Cream, Desserts"
Go Native,Yes,Yes,4.3,1265,Jayanagar,800.0,Delivery,"Healthy Food, Cafe, Beverages"
Smoor,Yes,No,4.2,600,Koramangala 7th Block,900.0,Delivery,"Desserts, Beverages"
Rafees Biryani,Yes,No,3.7,28,Koramangala 5th Block,600.0,Delivery,"Biryani, North Indian, Desserts"
WAFL,Yes,No,4.0,41,Bannerghatta Road,400.0,Delivery,"Cafe, Fast Food, Desserts, Beverages"
Juice Junction,Yes,No,3.9,69,Koramangala 5th Block,150.0,Delivery,"Juices, Fast Food"
Rooftop Cafe,Yes,No,4.1,799,Jayanagar,400.0,Delivery,"Cafe, Fast Food, Beverages"
Waikiki740,Yes,No,3.6,14,Koramangala 6th Block,400.0,Delivery,Parsi
Cream Stone,Yes,No,4.2,340,Koramangala 5th Block,500.0,Delivery,"Desserts, Beverages"
Ice Cafe & Lassi Shop,Yes,No,3.6,27,BTM,100.0,Delivery,"Beverages, Juices"
Gam's Delicacy,Yes,Yes,4.2,325,Koramangala 7th Block,800.0,Delivery,"North Indian, Chinese, Assamese"
San Churro Cafe,Yes,No,3.8,924,Banashankari,800.0,Delivery,"Cafe, Mexican, Italian"
Dosa Bazaar,Yes,No,3.9,113,JP Nagar,200.0,Delivery,"Street Food, South Indian"
The Egg Factory,Yes,No,4.0,1310,JP Nagar,750.0,Delivery,"Continental, American"
Punjabi Swag,Yes,No,3.9,676,BTM,500.0,Delivery,North Indian
Sukh Sagar,Yes,No,3.8,156,Jayanagar,450.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
Steaming Mugs,Yes,No,4.0,241,Basavanagudi,700.0,Delivery,Cafe
Rock Stone Ice Cream Factory,Yes,No,4.0,131,BTM,230.0,Delivery,Ice Cream
Bakers Town,Yes,No,3.6,41,BTM,600.0,Delivery,"Cafe, Continental, Fast Food"
Thalis Of India,Yes,No,3.6,23,Koramangala 7th Block,500.0,Delivery,"South Indian, North Indian, Beverages"
The Food Cottage,Yes,No,3.7,48,BTM,350.0,Delivery,"Hyderabadi, North Indian"
Behrouz Biryani,Yes,No,4.0,190,JP Nagar,650.0,Delivery,Biryani
Toscano,Yes,Yes,4.5,715,Koramangala 7th Block,1500.0,Delivery,"Italian, Salad"
Toscano,Yes,Yes,4.5,715,Koramangala 7th Block,1500.0,Delivery,"Italian, Salad"
Gelato Italiano,Yes,No,3.9,110,Koramangala 5th Block,200.0,Delivery,"Ice Cream, Bakery, Desserts"
Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,200.0,Delivery,"Juices, South Indian, Chinese, Fast Food"
Zeeshan,Yes,No,3.1,320,JP Nagar,700.0,Delivery,"North Indian, Kebab, Biryani, Rolls"
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,250.0,Delivery,Mithai
Sai Abhiruchi,Yes,No,3.8,339,BTM,800.0,Delivery,"Andhra, North Indian, Biryani"
Mulabagilu Dosa,Yes,No,3.6,12,Basavanagudi,100.0,Delivery,South Indian
Bun Town,Yes,No,4.0,204,BTM,500.0,Delivery,"Cafe, Bakery"
Dev's Gugababa,Yes,No,3.5,177,BTM,500.0,Delivery,"Bengali, North Indian, Chinese"
The House Of Paratha,Yes,No,3.7,59,Koramangala 5th Block,200.0,Delivery,North Indian
Meat And Eat,Yes,No,3.6,90,Koramangala 7th Block,500.0,Delivery,"Fast Food, Burger"
S M V Snacks Corner,Yes,No,3.7,34,Basavanagudi,200.0,Delivery,Fast Food
Kaizen Wellness Kitchen,Yes,No,3.7,37,JP Nagar,800.0,Delivery,"Asian, Continental, European"
Natural Mumbai Kulfi,Yes,No,3.5,8,BTM,130.0,Delivery,Ice Cream
Dhabeliwala,Yes,No,3.8,44,JP Nagar,250.0,Delivery,"Street Food, Beverages, Gujarati"
Kaapi Kendra,Yes,No,3.7,16,Jayanagar,100.0,Delivery,South Indian
Cafe Coffee Day,Yes,No,3.1,25,Banashankari,900.0,Delivery,"Cafe, Fast Food"
LayerBite,Yes,No,3.8,10,BTM,450.0,Delivery,"Bakery, Desserts, Beverages"
Ice Cream Works,Yes,No,4.1,193,Jayanagar,300.0,Delivery,"Desserts, Ice Cream"
Sri Rajasthani Foods,Yes,No,3.6,12,JP Nagar,200.0,Delivery,"Rajasthani, North Indian"
Sandwich Mama's And Frozen Monster,Yes,No,3.8,55,Jayanagar,250.0,Delivery,"Ice Cream, Beverages, Fast Food"
Brooks and Bonds Brewery,Yes,Yes,4.4,3932,Koramangala 5th Block,1600.0,Delivery,"Continental, Mediterranean, North Indian, Chinese, Finger Food"
Kolkata Famous Kati Rolls,Yes,No,3.1,25,Bannerghatta Road,100.0,Delivery,"Fast Food, Rolls"
Hatti Kaapi,Yes,No,3.9,237,Koramangala 5th Block,200.0,Delivery,"South Indian, Beverages"
Yo! Thali,Yes,No,3.5,4,HSR,400.0,Delivery,"North Indian, South Indian, Chinese"
Rajathadri Food Fort,Yes,No,4.0,468,Jayanagar,600.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
Hungerbreak 24x7,Yes,No,3.0,7,Koramangala 8th Block,500.0,Delivery,"North Indian, South Indian, Maharashtrian"
Penthouse Cafe,Yes,No,4.0,328,Banashankari,700.0,Delivery,"Cafe, Italian, Continental"
Karahi Kitchen,Yes,No,4.0,164,Koramangala 5th Block,300.0,Delivery,"Andhra, Biryani, Chinese"
Kolkata Famous Katti Rolls,Yes,No,3.6,36,BTM,200.0,Delivery,"Fast Food, Rolls"
Indian Paratha Factory,Yes,No,2.9,24,BTM,250.0,Delivery,North Indian
The Bong Palate,Yes,No,3.8,62,BTM,300.0,Delivery,"Bengali, North Indian, Chinese"
Lalbagh Grand,Yes,No,3.0,23,Basavanagudi,250.0,Delivery,"South Indian, North Indian, Chinese"
Udupi Upachar,Yes,No,3.4,7,Banashankari,500.0,Delivery,"South Indian, North Indian"
More Pizza,Yes,No,3.8,46,JP Nagar,450.0,Delivery,Pizza
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.8,44,Koramangala 7th Block,500.0,Delivery,Continental
Baskin Robbins,Yes,No,3.6,25,Jayanagar,250.0,Delivery,"Ice Cream, Desserts"
The Shawarma Inc,Yes,No,3.3,94,Koramangala 5th Block,200.0,Delivery,"Arabian, Fast Food"
1000 B.C,Yes,No,3.2,49,Koramangala 5th Block,300.0,Delivery,"Arabian, Sandwich, Rolls, Burger"
Mane Holige,No,No,4.3,142,Jayanagar,200.0,Delivery,"Mithai, South Indian"
YORK St.,Yes,No,4.4,944,Koramangala 5th Block,900.0,Delivery,"Cafe, European, Continental"
Burrito Boys,Yes,No,3.0,6,Bannerghatta Road,400.0,Delivery,"Mexican, Tex-Mex"
Magic Meals,Yes,No,3.7,47,Jayanagar,400.0,Delivery,"Fast Food, Desserts, Beverages"
Cafe Shuffle,Yes,Yes,4.2,153,Banashankari,600.0,Delivery,"Cafe, Italian, Continental"
Tandoori Knight,Yes,No,3.0,290,Banashankari,450.0,Delivery,"North Indian, Chinese, Biryani, Kebab"
The Coastal Crew by Fujian on 24th,Yes,Yes,4.2,1033,JP Nagar,1100.0,Delivery,"Chinese, Thai, Seafood, North Indian, Momos"
Shreyas Upahar & Burger Point,Yes,No,3.1,8,Basavanagudi,200.0,Delivery,"South Indian, Burger"
The little Kitchen,Yes,No,3.4,6,JP Nagar,300.0,Delivery,"Chinese, North Indian"
Peace Restaurant,Yes,No,3.8,659,Koramangala 5th Block,500.0,Delivery,"Chinese, Tibetan"
The Cake Lair,Yes,No,3.4,9,BTM,600.0,Delivery,"Bakery, Fast Food, Beverages"
Bubblewrap Waffle Co.,Yes,No,4.4,360,Jayanagar,400.0,Delivery,"Desserts, Beverages"
Cafe Graffiters,Yes,No,3.8,22,Koramangala 5th Block,600.0,Delivery,"Cafe, Continental, Beverages"
Waffle Stories,Yes,No,4.2,251,Jayanagar,300.0,Delivery,"Desserts, Beverages"
Grillopia,Yes,No,3.9,97,BTM,1000.0,Delivery,"Italian, American, Fast Food, Wraps, Rolls, Salad"
Two Friends Cauldron,Yes,Yes,4.1,459,JP Nagar,700.0,Delivery,"Continental, Italian, American"
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,300.0,Delivery,"Cafe, Fast Food, Chinese"
Kalpavruksha,Yes,No,3.9,99,Bannerghatta Road,300.0,Delivery,"South Indian, North Indian"
Lazeez,Yes,No,3.2,908,Koramangala 5th Block,600.0,Delivery,"North Indian, Mughlai, Biryani"
Sri Krishna Kitchen,Yes,No,3.6,41,BTM,400.0,Delivery,Fast Food
Domino's Pizza,Yes,No,3.7,386,BTM,400.0,Delivery,"Pizza, Fast Food"
Coffee Tea & More,Yes,No,4.0,63,Koramangala 5th Block,150.0,Delivery,"Beverages, Sandwich"
Shaap,Yes,No,3.6,207,Koramangala 5th Block,500.0,Delivery,"Kerala, Seafood"
Crumb Together,Yes,Yes,4.1,590,JP Nagar,1200.0,Delivery,"Continental, Finger Food, North Indian, Chinese"
Sangam Sweets,Yes,No,3.8,75,Koramangala 3rd Block,200.0,Delivery,"Mithai, Street Food"
What's In A Name,Yes,Yes,4.1,1781,Koramangala 5th Block,1200.0,Delivery,"Finger Food, Asian, European, Italian"
Kolkata King,Yes,No,3.4,6,Basavanagudi,300.0,Delivery,"Fast Food, Rolls"
North Rasoe,Yes,No,3.1,6,Kumaraswamy Layout,300.0,Delivery,"North Indian, Chinese"
RK Fresh Food,Yes,No,3.5,13,BTM,300.0,Delivery,Fast Food
Ruchi's Corner,Yes,No,2.7,123,Banashankari,200.0,Delivery,Fast Food
Sri Sapana Dhaba,Yes,No,3.4,9,BTM,250.0,Delivery,North Indian
Naati Manae,Yes,No,3.1,10,JP Nagar,500.0,Delivery,"South Indian, Biryani"
